accommodates,bedrooms,bathrooms,beds,room_type,neighbourhood,log_price
4,1.0,1.0,2.0,Entire home/apt,Westchester/Playa Del Rey,5.105945474
4,2.0,1.0,2.0,Entire home/apt,Back Bay,5.703782475
2,1.0,1.0,1.0,Private room,Glendale,4.248495242
1,0.0,1.0,1.0,Entire home/apt,SoMa,4.787491743
2,1.0,1.0,1.0,Private room,Crown Heights,4.158883083
4,2.0,1.0,2.0,Entire home/apt,The Castro,5.991464547
2,1.0,1.0,1.0,Private room,Clinton Hill,3.80666249
1,0.0,1.0,1.0,Private room,Williamsburg,3.80666249
4,2.0,2.0,3.0,Entire home/apt,Mid-Wilshire,5.225746674
4,1.0,1.0,1.0,Entire home/apt,Capitol Hill,4.553876892
6,2.0,1.0,2.0,Entire home/apt,Bernal Heights,5.857933154
5,1.0,1.0,3.0,Entire home/apt,Harlem,4.605170186
3,1.0,1.0,2.0,Private room,Financial District,4.976733742
2,1.0,1.0,2.0,Private room,Bushwick,3.688879454
4,2.0,1.0,2.0,Entire home/apt,Harlem,4.86753445
6,2.0,2.0,2.0,Entire home/apt,Venice,5.416100402
4,3.0,1.0,3.0,Entire home/apt,Gowanus,4.990432587
2,1.0,1.0,1.0,Private room,Concourse,3.850147602
2,0.0,1.0,1.0,Private room,Flatbush,3.610917913
3,0.0,1.0,2.0,Entire home/apt,Manhattan Beach,5.298317367
2,0.0,1.0,2.0,Entire home/apt,Greenwich Village,5.003946306
2,1.0,1.0,1.0,Entire home/apt,West Hollywood,4.779123493
2,1.0,1.0,1.0,Private room,Ridgewood,4.262679877
2,1.0,1.0,1.0,Private room,Lower East Side,4.86753445
1,1.0,1.0,1.0,Entire home/apt,East Harlem,4.262679877
1,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,3.555348061
2,0.0,1.0,1.0,Entire home/apt,Boystown,4.465908119
4,1.0,1.0,2.0,Entire home/apt,Stapleton,5.164785974
3,1.0,1.0,2.0,Private room,Little Italy/UIC,3.970291914
1,1.0,2.0,1.0,Private room,Sunnyside,4.094344562
6,3.0,3.5,3.0,Entire home/apt,Hollywood Hills,6.214608098
1,1.0,1.0,1.0,Private room,Harlem,4.317488114
2,1.0,1.0,2.0,Entire home/apt,Culver City,5.003946306
2,1.0,1.0,1.0,Entire home/apt,Marina,5.393627546
2,1.0,3.0,1.0,Private room,Bedford-Stuyvesant,5.010635294
2,1.0,1.0,1.0,Entire home/apt,The Castro,5.416100402
2,1.0,1.0,1.0,Private room,Columbia Heights,4.007333185
4,1.0,1.0,2.0,Entire home/apt,Jamaica,4.442651256
1,1.0,1.0,1.0,Private room,Bushwick,4.060443011
8,4.0,2.5,5.0,Entire home/apt,Bedford-Stuyvesant,6.003887067
4,1.0,1.0,3.0,Entire home/apt,Naylor Gardens,4.86753445
4,1.0,1.0,1.0,Entire home/apt,Bloomingdale,4.828313737
6,3.0,1.5,3.0,Entire home/apt,Mid-Wilshire,5.666426688
3,1.0,1.0,1.0,Entire home/apt,Greenwich Village,5.247024072
3,1.0,1.0,1.0,Entire home/apt,Park Slope,5.105945474
10,3.0,2.5,2.0,Entire home/apt,Tribeca,6.396929655
2,1.0,2.0,1.0,Private room,Columbia Heights,4.094344562
2,10.0,1.0,1.0,Entire home/apt,Roxbury,4.828313737
2,0.0,1.0,1.0,Entire home/apt,Venice,4.941642423
2,1.0,1.0,1.0,Entire home/apt,West Roxbury,4.779123493
6,2.0,2.5,2.0,Entire home/apt,Truxton Circle,5.192956851
6,2.0,1.0,2.0,Entire home/apt,Truxton Circle,4.976733742
2,1.0,1.0,1.0,Private room,Washington Heights,4.248495242
3,1.0,1.0,1.0,Entire home/apt,Upper East Side,5.164785974
2,1.0,1.0,2.0,Entire home/apt,Hell's Kitchen,5.111987788
4,1.0,1.0,2.0,Entire home/apt,Hell's Kitchen,4.691347882
6,3.0,2.0,3.0,Entire home/apt,Bernal Heights,6.109247583
7,2.0,2.0,2.0,Entire home/apt,Mission District,6.214608098
2,1.0,1.0,1.0,Private room,East Village,4.553876892
3,1.0,1.0,2.0,Entire home/apt,The Rockaways,6.214608098
4,1.0,1.0,1.0,Private room,Bushwick,4.094344562
3,1.0,1.0,1.0,Private room,Venice,4.700480366
2,1.0,1.0,1.0,Entire home/apt,Gramercy Park,4.86753445
2,1.0,1.0,2.0,Entire home/apt,Lakeshore,4.234106505
2,1.0,1.5,1.0,Entire home/apt,Potrero Hill,5.298317367
5,3.0,3.0,3.0,Entire home/apt,Sunnyside,6.214608098
4,1.0,1.0,4.0,Entire home/apt,Jamaica Plain,4.86753445
3,0.0,1.0,1.0,Entire home/apt,East Hollywood,4.48863637
2,1.0,1.0,1.0,Private room,Crocker Amazon,4.382026635
2,1.0,2.0,1.0,Private room,Mission District,4.882801923
2,1.0,1.0,1.0,Private room,Hamilton Heights,4.442651256
6,2.0,1.0,3.0,Entire home/apt,Upper East Side,5.703782475
2,1.0,1.0,1.0,Private room,Midtown,4.369447852
2,1.0,1.0,1.0,Entire home/apt,Long Island City,5.075173815
3,1.0,2.5,2.0,Entire home/apt,Columbia Heights,4.48863637
4,1.0,1.0,1.0,Entire home/apt,Venice,4.934473933
2,2.0,2.0,1.0,Entire home/apt,East Boston,5.010635294
2,1.0,1.0,1.0,Private room,Columbia Heights,4.605170186
2,1.0,1.0,1.0,Private room,Jamaica Plain,4.17438727
1,1.0,1.0,1.0,Private room,Hell's Kitchen,4.204692619
2,1.0,1.0,1.0,Private room,Harlem,4.219507705
1,1.0,1.0,1.0,Private room,Morningside Heights,4.406719247
4,1.0,1.0,1.0,Entire home/apt,Laurel Canyon,5.18178355
6,2.0,1.0,2.0,Entire home/apt,North Hollywood,4.553876892
2,1.0,1.0,2.0,Entire home/apt,Lower East Side,5.164785974
2,1.0,1.0,1.0,Entire home/apt,East Harlem,5.556828062
3,1.0,1.0,2.0,Entire home/apt,West Los Angeles,4.234106505
2,1.0,1.0,1.0,Private room,SoMa,5.298317367
4,2.0,2.0,2.0,Entire home/apt,Valley Glen,4.744932128
6,1.0,1.0,2.0,Entire home/apt,Streeterville,4.49980967
3,2.0,1.0,2.0,Entire home/apt,Pasadena,4.744932128
1,1.0,1.0,1.0,Shared room,Alphabet City,3.912023005
2,1.0,1.0,1.0,Private room,Greenpoint,4.442651256
2,1.0,2.0,1.0,Entire home/apt,Cobble Hill,5.521460918
7,3.0,3.0,4.0,Entire home/apt,Topanga,5.501258211
6,3.0,3.0,4.0,Entire home/apt,Mid-Wilshire,5.616771098
4,2.0,1.5,2.0,Entire home/apt,Ridgewood,5.164785974
2,1.0,1.0,1.0,Entire home/apt,Shaw,5.135798437
2,1.0,2.0,1.0,Entire home/apt,Highland Park,4.553876892
4,1.0,1.0,3.0,Entire home/apt,Bedford-Stuyvesant,4.59511985
1,1.0,1.0,1.0,Private room,Greenpoint,4.382026635
2,1.0,0.5,1.0,Shared room,Venice,4.394449155
2,1.0,1.0,1.0,Entire home/apt,Upper West Side,5.393627546
2,1.0,1.0,1.0,Private room,Altadena,4.828313737
1,1.0,1.0,1.0,Private room,Prospect Heights,4.007333185
1,1.0,1.5,1.0,Private room,Harlem,3.80666249
2,1.0,1.0,1.0,Entire home/apt,Silver Lake,4.48863637
2,1.0,1.0,1.0,Private room,South Loop/Printers Row,4.382026635
2,0.0,1.0,1.0,Entire home/apt,West Los Angeles,4.828313737
2,1.0,1.0,1.0,Private room,Westwood,4.59511985
2,1.0,1.0,1.0,Private room,Williamsburg,3.80666249
6,1.0,2.0,6.0,Shared room,South Chicago,2.995732274
2,1.0,1.0,1.0,Private room,Humboldt Park,4.007333185
2,0.0,1.0,1.0,Entire home/apt,Kips Bay,4.934473933
1,0.0,2.0,1.0,Entire home/apt,Downtown,6.075346031
2,1.0,1.0,1.0,Entire home/apt,Hayes Valley,4.795790546
2,1.0,1.0,1.0,Private room,Soho,4.976733742
3,1.0,1.0,1.0,Entire home/apt,Upper West Side,5.105945474
16,3.0,1.0,9.0,Entire home/apt,Allston-Brighton,5.293304825
2,1.0,1.0,1.0,Private room,Harlem,4.094344562
9,3.0,1.0,5.0,Entire home/apt,Financial District,5.717027701
6,3.0,2.5,4.0,Entire home/apt,Richmond District,5.272999559
2,1.0,1.0,1.0,Private room,East New York,4.007333185
4,2.0,1.0,2.0,Entire home/apt,Venice,5.59471138
4,0.0,1.0,1.0,Entire home/apt,Mid-Wilshire,4.605170186
2,1.0,1.5,1.0,Private room,Parkside,4.691347882
6,1.0,1.0,3.0,Entire home/apt,Lamond Riggs,6.214608098
2,1.0,1.0,1.0,Private room,Harlem,4.828313737
3,1.0,1.0,1.0,Private room,Noe Valley,4.812184355
2,1.0,1.0,1.0,Private room,Harlem,4.317488114
1,1.0,1.0,1.0,Private room,Flushing,3.891820298
1,1.0,1.0,1.0,Private room,Park Slope,4.094344562
4,1.0,1.0,2.0,Entire home/apt,Upper East Side,5.068904202
3,3.0,2.0,3.0,Entire home/apt,Alphabet City,5.135798437
2,1.0,1.0,1.0,Private room,Williamsburg,4.382026635
2,1.0,1.0,1.0,Private room,Mid-Wilshire,4.605170186
2,1.0,1.0,1.0,Entire home/apt,Venice,4.59511985
4,1.0,1.0,2.0,Entire home/apt,Hollywood,4.442651256
2,1.0,1.5,1.0,Entire home/apt,Downtown,4.605170186
2,0.0,1.0,1.0,Entire home/apt,Upper East Side,4.976733742
7,2.0,1.0,2.0,Private room,Oakland,4.86753445
2,1.0,2.0,1.0,Private room,East Village,4.442651256
2,1.0,1.0,1.0,Private room,Upper East Side,4.605170186
8,2.0,1.0,4.0,Entire home/apt,Harlem,5.752572639
1,1.0,1.0,1.0,Private room,Mission Terrace,4.382026635
6,3.0,1.0,4.0,Entire home/apt,West Roxbury,5.703782475
16,4.0,3.0,5.0,Entire home/apt,Northridge,5.293304825
2,0.0,1.0,1.0,Entire home/apt,Sherman Oaks,4.48863637
2,1.0,1.0,1.0,Private room,Dorchester,4.605170186
4,1.0,1.0,1.0,Entire home/apt,Manhattan Beach,5.272999559
1,1.0,1.0,1.0,Private room,East Village,4.828313737
4,2.0,1.0,2.0,Entire home/apt,Soho,5.857933154
5,2.0,1.0,4.0,Entire home/apt,Hell's Kitchen,5.703782475
2,1.0,1.0,1.0,Private room,Reseda,3.912023005
2,1.0,1.0,1.0,Entire home/apt,Westlake,4.934473933
5,2.0,1.0,3.0,Entire home/apt,Logan Square,4.828313737
2,1.0,1.0,1.0,Entire home/apt,Clinton Hill,4.65396035
3,1.0,1.0,1.0,Entire home/apt,Brooklyn Heights,5.164785974
2,1.0,2.0,2.0,Private room,Harlem,4.158883083
2,0.0,1.0,1.0,Entire home/apt,Upper West Side,5.192956851
1,1.0,1.0,1.0,Shared room,Eastchester,3.401197382
6,2.0,2.5,3.0,Entire home/apt,Bedford-Stuyvesant,5.164785974
8,4.0,1.5,1.0,Entire home/apt,Signal Hill,4.317488114
1,1.0,1.0,1.0,Private room,Financial District,4.248495242
4,1.0,4.0,10.0,Shared room,Mid-City,2.708050201
4,1.0,1.0,2.0,Entire home/apt,Greenpoint,5.093750201
2,1.0,1.0,1.0,Private room,Downtown,4.477336814
2,1.0,1.0,1.0,Entire home/apt,East Village,5.164785974
2,1.0,1.0,1.0,Private room,Malibu,4.8978398
4,1.0,2.0,2.0,Private room,Navy Yard,5.192956851
2,1.0,1.0,1.0,Private room,Lomita,5.164785974
4,2.0,1.0,2.0,Entire home/apt,Uptown,5.010635294
6,2.0,1.0,5.0,Entire home/apt,Flatiron District,5.416100402
1,1.0,1.0,1.0,Private room,Jamaica,3.80666249
1,1.0,1.0,1.0,Private room,Williamsburg,4.094344562
3,2.0,1.0,2.0,Entire home/apt,The Castro,5.298317367
4,1.0,1.0,1.0,Entire home/apt,West Village,5.298317367
4,1.0,1.0,2.0,Entire home/apt,Crown Heights,4.976733742
2,1.0,1.0,1.0,Private room,Crown Heights,4.094344562
2,1.0,1.0,2.0,Entire home/apt,West Adams,3.688879454
2,1.0,1.0,1.0,Private room,East Harlem,4.369447852
4,1.0,1.0,2.0,Private room,Hayes Valley,5.030437921
2,1.0,1.0,1.0,Private room,Lower East Side,4.248495242
2,1.0,1.0,1.0,Private room,Upper West Side,4.65396035
2,1.0,1.0,1.0,Private room,Roxbury,3.80666249
2,0.0,1.0,1.0,Entire home/apt,Upper East Side,4.382026635
2,1.0,1.0,1.0,Private room,Portola,4.127134385
4,1.0,1.5,3.0,Private room,Lefferts Garden,4.430816799
2,1.0,1.0,1.0,Private room,Forest Hills,4.49980967
6,3.0,2.0,3.0,Entire home/apt,Inner Sunset,5.703782475
5,2.0,1.0,2.0,Entire home/apt,Fairlawn,4.59511985
2,0.0,1.0,2.0,Entire home/apt,Upper West Side,5.192956851
4,1.0,1.0,2.0,Entire home/apt,Midtown,4.787491743
2,1.0,1.0,1.0,Entire home/apt,Charlestown,4.65396035
4,1.0,2.0,2.0,Private room,Redondo Beach,5.010635294
2,1.0,1.0,1.0,Entire home/apt,Mission Hill,5.164785974
1,1.0,1.0,1.0,Shared room,Valley Glen,3.218875825
2,1.0,1.0,1.0,Entire home/apt,West Los Angeles,5.298317367
2,1.0,1.5,1.0,Private room,Venice,4.553876892
1,1.0,1.0,1.0,Entire home/apt,Noho,4.744932128
2,1.0,1.0,1.0,Entire home/apt,Alphabet City,5.298317367
2,1.0,1.0,1.0,Private room,Canarsie,4.976733742
1,1.0,1.0,1.0,Private room,Jackson Heights,3.555348061
2,1.0,1.0,1.0,Entire home/apt,Williamsburg,4.49980967
2,1.0,1.0,1.0,Entire home/apt,Duboce Triangle,5.393627546
3,1.0,1.0,2.0,Entire home/apt,Kips Bay,5.703782475
2,1.0,1.0,1.0,Entire home/apt,Carroll Gardens,4.787491743
2,1.0,1.0,2.0,Private room,Greenwich Village,4.248495242
1,1.0,1.5,1.0,Private room,Harlem,3.555348061
4,1.0,1.0,2.0,Entire home/apt,Crown Heights,4.574710979
4,1.0,1.0,2.0,Private room,Outer Sunset,4.691347882
2,1.0,1.0,1.0,Private room,Alphabet City,4.442651256
1,1.0,1.0,1.0,Private room,Dorchester,4.17438727
2,1.0,1.0,1.0,Entire home/apt,Mission District,5.370638028
2,1.0,1.0,2.0,Shared room,Pilsen,3.17805383
4,4.0,3.0,4.0,Entire home/apt,Sherman Oaks,6.109247583
2,1.0,1.0,1.0,Private room,Lower East Side,4.65396035
4,1.0,1.0,2.0,Entire home/apt,Midtown,5.010635294
3,2.0,1.0,2.0,Entire home/apt,Pacific Heights,5.416100402
3,2.0,1.0,2.0,Entire home/apt,West Village,5.347107531
2,1.0,1.0,1.0,Private room,East Harlem,5.521460918
3,1.0,1.0,1.0,Entire home/apt,Near Northeast/H Street Corridor,4.859812404
2,1.0,1.0,1.0,Entire home/apt,Fenway/Kenmore,5.220355825
5,2.0,2.0,3.0,Entire home/apt,Reseda,4.317488114
2,1.0,1.0,1.0,Entire home/apt,Gramercy Park,5.521460918
2,1.0,2.0,1.0,Private room,Columbia Heights,4.094344562
2,1.0,2.0,1.0,Private room,East Harlem,4.17438727
4,2.0,1.0,3.0,Entire home/apt,Kingsbridge Heights,4.234106505
6,2.0,1.0,3.0,Entire home/apt,Harlem,5.010635294
2,1.0,1.0,1.0,Private room,Downtown,4.248495242
2,1.0,1.0,1.0,Private room,Cole Valley,4.382026635
1,1.0,1.0,1.0,Private room,Williamsburg,4.369447852
2,1.0,1.0,1.0,Entire home/apt,Bedford-Stuyvesant,4.744932128
4,0.0,1.0,2.0,Entire home/apt,Foggy Bottom,4.700480366
10,4.0,3.0,4.0,Entire home/apt,Torrance,5.855071922
5,2.0,1.0,4.0,Entire home/apt,Chelsea,5.940171253
2,1.0,1.0,1.0,Private room,Palisades,4.262679877
3,1.0,1.0,1.0,Entire home/apt,Washington Heights,5.010635294
4,1.0,1.5,2.0,Entire home/apt,Noe Valley,5.517452896
2,0.0,1.0,1.0,Entire home/apt,Brownsville,5.298317367
4,2.0,1.0,2.0,Entire home/apt,Washington Heights,4.787491743
2,1.0,1.0,1.0,Private room,Charlestown,4.110873864
2,1.0,1.0,1.0,Private room,Hollywood,4.644390899
2,1.0,1.0,1.0,Private room,Fenway/Kenmore,4.605170186
2,0.0,1.0,1.0,Entire home/apt,East Village,4.890349128
2,1.0,2.0,2.0,Private room,Columbia Heights,3.891820298
5,3.0,2.0,2.0,Entire home/apt,Rogers Park,4.828313737
1,1.0,1.0,1.0,Shared room,Westlake,3.496507561
2,1.0,1.5,1.0,Private room,Bedford-Stuyvesant,4.094344562
1,1.0,1.0,1.0,Private room,Tremont,3.526360525
6,3.0,1.5,3.0,Entire home/apt,Fort Greene,6.684611728
5,3.0,2.0,3.0,Entire home/apt,Marina Del Rey,5.488937726
4,1.0,1.0,2.0,Entire home/apt,Westlake,4.828313737
2,1.0,1.0,1.0,Private room,Pasadena,4.382026635
2,1.0,1.0,1.0,Entire home/apt,Capitol Hill,4.700480366
4,2.0,2.5,2.0,Entire home/apt,Midtown,6.214608098
3,1.0,1.0,2.0,Entire home/apt,Jamaica Plain,4.976733742
2,1.0,1.0,2.0,Entire home/apt,Noho,5.521460918
2,1.0,1.0,3.0,Private room,Mission District,4.605170186
2,1.0,1.0,1.0,Private room,Chelsea,4.787491743
4,1.0,1.0,3.0,Entire home/apt,Malibu,5.416100402
2,1.0,1.5,1.0,Private room,West Town/Noble Square,4.49980967
2,1.0,1.0,1.0,Private room,East Village,4.828313737
4,1.0,2.0,2.0,Entire home/apt,Dupont Circle,5.978885765
2,1.0,1.0,1.0,Private room,Times Square/Theatre District,4.48863637
3,1.0,1.0,2.0,Private room,Glassell Park,4.077537444
2,1.0,1.0,1.0,Private room,Morningside Heights,4.276666119
2,0.0,1.0,1.0,Entire home/apt,Haight-Ashbury,5.298317367
2,2.0,1.0,1.0,Entire home/apt,Astoria,4.605170186
5,1.0,1.0,3.0,Shared room,Midtown East,5.438079309
2,1.0,1.0,1.0,Entire home/apt,West Village,5.135798437
3,1.0,1.0,1.0,Entire home/apt,Ukrainian Village,4.553876892
2,1.0,1.0,1.0,Private room,SoMa,5.393627546
5,0.0,1.0,3.0,Entire home/apt,Hollywood,4.700480366
2,0.0,1.0,1.0,Entire home/apt,Hollywood Hills,4.65396035
2,1.0,1.0,1.0,Private room,Kips Bay,4.248495242
5,2.0,1.0,2.0,Entire home/apt,South Boston,5.560681631
4,2.0,1.0,2.0,Entire home/apt,Humboldt Park,4.859812404
2,1.0,1.0,1.0,Private room,East Boston,4.605170186
2,1.0,1.0,1.0,Entire home/apt,West Village,4.605170186
2,1.0,1.0,1.0,Private room,Harlem,4.49980967
3,2.0,1.5,2.0,Entire home/apt,Crown Heights,4.007333185
2,1.0,1.0,1.0,Entire home/apt,Back Bay,6.242223265
4,1.0,1.0,2.0,Entire home/apt,Westchester/Playa Del Rey,4.553876892
8,2.0,2.5,4.0,Entire home/apt,Laurel Canyon,6.999422468
4,1.0,1.0,2.0,Entire home/apt,East Harlem,4.795790546
2,1.0,1.0,1.0,Entire home/apt,River North,4.934473933
3,1.0,1.0,2.0,Entire home/apt,Flatbush,5.010635294
2,2.0,1.5,2.0,Entire home/apt,East Harlem,5.991464547
7,1.0,3.0,6.0,Shared room,North Hollywood,3.401197382
2,1.0,1.5,1.0,Entire home/apt,Hell's Kitchen,6.395261598
3,1.0,1.0,1.0,Entire home/apt,SoMa,4.828313737
2,0.0,1.0,1.0,Entire home/apt,Hollywood Hills,4.700480366
6,4.0,4.0,4.0,Entire home/apt,Malibu,7.495541944
1,1.0,1.0,2.0,Shared room,Rogers Park,3.555348061
8,2.0,1.0,6.0,Entire home/apt,Prospect Heights,5.236441963
2,1.0,1.0,1.0,Private room,Crown Heights,4.317488114
2,1.0,1.0,1.0,Private room,Cerritos,4.219507705
2,1.0,1.0,1.0,Entire home/apt,Upper East Side,5.476463552
4,2.0,1.0,2.0,Entire home/apt,U Street Corridor,5.010635294
2,1.0,1.5,1.0,Private room,Kew Garden Hills,4.317488114
1,1.0,1.0,1.0,Shared room,Chelsea,4.382026635
2,1.0,1.0,1.0,Private room,Capitol Hill,6.551080335
5,1.0,1.0,3.0,Entire home/apt,Financial District,5.416100402
4,2.0,1.5,2.0,Entire home/apt,Pleasant Plains,6.551080335
3,1.0,1.0,1.0,Entire home/apt,SoMa,5.991464547
3,0.0,1.0,1.0,Entire home/apt,Bernal Heights,5.010635294
4,2.0,1.0,2.0,Entire home/apt,Venice,5.068904202
2,1.0,1.0,1.0,Private room,Washington Heights,4.17438727
3,1.0,1.0,1.0,Entire home/apt,Hollywood,5.129898715
2,0.0,1.0,1.0,Entire home/apt,Chinatown,5.433722004
3,1.0,2.0,2.0,Private room,South LA,4.17438727
1,1.0,1.0,1.0,Shared room,Los Feliz,3.912023005
5,2.0,1.0,3.0,Entire home/apt,Noe Valley,5.799092654
4,1.0,1.0,1.0,Entire home/apt,West Loop/Greektown,4.934473933
4,2.0,2.0,2.0,Entire home/apt,Del Rey,6.396929655
3,1.0,1.0,1.0,Entire home/apt,Windsor Terrace,4.744932128
6,2.0,1.0,3.0,Entire home/apt,Outer Sunset,5.686975356
1,1.0,1.0,1.0,Private room,Astoria,3.401197382
6,2.0,2.0,4.0,Entire home/apt,Mid-Wilshire,4.795790546
2,1.0,1.0,1.0,Private room,Times Square/Theatre District,3.891820298
2,1.0,1.0,1.0,Private room,Bushwick,4.382026635
2,1.0,1.0,1.0,Entire home/apt,Telegraph Hill,4.317488114
6,2.0,2.0,3.0,Entire home/apt,Columbia Heights,5.262690189
2,1.0,1.0,1.0,Private room,Fairlawn,5.293304825
5,3.0,1.0,4.0,Entire home/apt,Crown Heights,5.347107531
2,1.0,1.0,1.0,Private room,Woodland Hills/Warner Center,4.48863637
2,1.0,1.0,2.0,Private room,Mattapan,4.418840608
2,1.0,1.0,1.0,Private room,East Harlem,4.248495242
6,2.0,2.0,3.0,Entire home/apt,Clinton Hill,5.991464547
6,2.0,2.0,2.0,Entire home/apt,Malibu,6.744059186
2,1.0,1.0,1.0,Entire home/apt,Pacific Heights,5.991464547
2,0.0,1.0,1.0,Entire home/apt,Western Addition/NOPA,4.787491743
2,1.0,1.0,1.0,Private room,East Village,4.553876892
4,1.0,1.0,1.0,Entire home/apt,Harlem,4.691347882
1,1.0,1.0,1.0,Private room,Long Beach,5.298317367
8,4.0,6.0,4.0,Entire home/apt,Mid-Wilshire,7.595889918
5,2.0,1.0,3.0,Entire home/apt,Irving Park,4.276666119
6,3.0,1.0,3.0,Entire home/apt,Park Slope,5.010635294
2,1.0,0.0,1.0,Private room,Venice,5.521460918
3,1.0,1.0,1.0,Entire home/apt,Williamsburg,4.941642423
4,2.0,1.0,2.0,Entire home/apt,South End,5.068904202
1,1.0,1.0,1.0,Entire home/apt,Soho,5.010635294
4,2.0,1.0,2.0,Entire home/apt,Harlem,4.49980967
4,2.0,2.0,2.0,Entire home/apt,Wicker Park,5.241747015
1,1.0,2.0,1.0,Private room,East Flatbush,3.737669618
2,1.0,1.0,1.0,Private room,Bushwick,3.912023005
4,1.0,1.5,3.0,Private room,Mott Haven,4.094344562
2,1.0,1.5,1.0,Private room,Mid-Wilshire,3.555348061
2,1.0,1.0,1.0,Entire home/apt,Logan Square,3.891820298
2,1.0,1.0,1.0,Private room,Greenpoint,4.382026635
2,1.0,1.0,1.0,Private room,Roxbury,4.248495242
4,0.0,1.0,2.0,Entire home/apt,Outer Sunset,4.905274778
1,1.0,1.0,2.0,Private room,Redondo Beach,4.094344562
6,3.0,1.0,3.0,Entire home/apt,Mission District,6.109247583
4,1.0,1.0,2.0,Entire home/apt,Astoria,4.663439094
4,2.0,2.0,2.0,Entire home/apt,Bedford-Stuyvesant,5.068904202
2,1.0,1.0,1.0,Entire home/apt,Bayside,4.828313737
2,1.0,1.0,1.0,Entire home/apt,Chinatown,5.616771098
2,1.0,1.0,1.0,Private room,Alphabet City,4.49980967
1,1.0,1.0,1.0,Private room,Greenpoint,4.248495242
2,1.0,1.0,1.0,Private room,La Canada Flintridge,4.382026635
2,1.0,1.0,1.0,Private room,Nob Hill,4.262679877
2,1.0,1.0,1.0,Private room,Upper East Side,4.317488114
5,3.0,1.5,3.0,Entire home/apt,Bernal Heights,5.783825182
2,1.0,1.0,1.0,Private room,Boyle Heights,4.007333185
2,1.0,1.0,1.0,Shared room,Upper East Side,4.382026635
2,1.0,1.0,1.0,Private room,Mid-Wilshire,4.465908119
2,1.0,1.0,1.0,Private room,Chelsea,5.616771098
2,1.0,1.0,1.0,Entire home/apt,Gardena,4.48863637
3,1.0,2.0,1.0,Entire home/apt,West Village,5.521460918
1,1.0,1.0,1.0,Private room,Midtown East,4.905274778
1,1.0,1.0,1.0,Private room,Mission Hill,3.80666249
4,2.0,1.0,2.0,Entire home/apt,Lower East Side,5.521460918
2,1.0,1.0,1.0,Private room,Hamilton Heights,4.304065093
2,1.0,2.0,1.0,Private room,Ridgewood,4.17438727
2,0.0,1.0,1.0,Private room,Fordham,4.094344562
1,1.0,1.0,1.0,Private room,Adams Morgan,4.290459441
2,1.0,1.0,1.0,Private room,Jamaica,4.17438727
2,1.0,1.0,1.0,Private room,Bushwick,3.80666249
1,1.0,1.0,1.0,Private room,Dupont Circle,4.553876892
3,2.0,1.0,1.0,Entire home/apt,Bushwick,4.17438727
1,1.0,1.0,1.0,Private room,Pacific Heights,4.605170186
11,2.0,1.0,5.0,Entire home/apt,Astoria,4.442651256
5,3.0,1.0,3.0,Entire home/apt,Mission District,5.783825182
2,2.0,1.0,1.0,Private room,Hell's Kitchen,4.744932128
9,4.0,4.0,4.0,Entire home/apt,Upper West Side,5.783825182
3,1.0,1.0,2.0,Entire home/apt,Venice,4.59511985
4,1.0,1.0,2.0,Private room,Sherman Oaks,4.094344562
2,0.0,1.0,1.0,Entire home/apt,Hell's Kitchen,4.8978398
6,3.0,1.0,3.0,Entire home/apt,Santa Monica,5.272999559
6,1.0,1.0,4.0,Entire home/apt,Bloomingdale,4.700480366
4,2.0,1.0,2.0,Entire home/apt,Columbia Heights,5.293304825
2,1.0,1.0,1.0,Private room,Hell's Kitchen,4.700480366
8,2.0,2.0,4.0,Entire home/apt,Mid-Wilshire,5.247024072
4,1.0,1.0,1.0,Entire home/apt,Astoria,4.828313737
4,2.0,1.0,2.0,Entire home/apt,Venice,5.298317367
1,1.0,1.0,1.0,Private room,Flatbush,3.583518938
2,1.0,1.0,1.0,Entire home/apt,Russian Hill,4.682131227
1,1.0,1.0,1.0,Private room,Astoria,3.688879454
2,1.0,1.0,1.0,Entire home/apt,Mar Vista,4.17438727
1,1.0,1.0,1.0,Private room,Jamaica,3.63758616
2,0.0,1.0,2.0,Entire home/apt,Westwood,4.828313737
6,1.0,1.0,4.0,Entire home/apt,Hollywood,4.605170186
2,1.0,1.0,1.0,Private room,Lower East Side,4.17438727
4,1.0,1.0,2.0,Private room,Bushwick,4.382026635
1,1.0,1.0,1.0,Private room,Mid-Wilshire,4.007333185
5,2.0,2.0,1.0,Entire home/apt,Jamaica Plain,5.241747015
3,1.0,1.0,2.0,Private room,Outer Sunset,4.406719247
6,2.0,2.0,2.0,Entire home/apt,Hell's Kitchen,6.212606096
10,1.0,6.5,10.0,Shared room,South LA,3.496507561
1,1.0,1.0,1.0,Private room,Upper East Side,4.787491743
2,1.0,1.5,1.0,Entire home/apt,Adams Morgan,5.521460918
5,2.0,2.0,2.0,Entire home/apt,Palms,5.010635294
4,2.0,2.0,2.0,Entire home/apt,Mount Washington,5.164785974
2,1.0,1.5,1.0,Private room,Haight-Ashbury,4.59511985
4,1.0,3.0,2.0,Private room,Allston-Brighton,4.442651256
3,1.0,1.0,1.0,Entire home/apt,Greenpoint,4.700480366
6,3.0,1.0,4.0,Entire home/apt,Manor Park,5.323009979
2,1.0,2.0,1.0,Private room,Bedford-Stuyvesant,4.060443011
